age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,ext_0,ext_1,ext_2,ext_3,ext_4,ext_5,ext_6,ext_7,ext_8,ext_9,ext_10,ext_11,ext_12,ext_13,ext_14,ext_15,ext_16,ext_17,ext_18,ext_19,ext_20,ext_21,ext_22,ext_23,ext_24,ext_25,ext_26,ext_27,ext_28,ext_29,ext_30,ext_31,ext_32,ext_33,ext_34,ext_35,ext_36,ext_37,ext_38,ext_39,ext_40,ext_41,ext_42,ext_43,ext_44,ext_45,ext_46,ext_47,ext_48,ext_49,ext_50,ext_51,ext_52,ext_53,ext_54,ext_55,ext_56,ext_57,ext_58,ext_59,ext_60,ext_61,ext_62,ext_63,ext_64,ext_65,ext_66,ext_67,ext_68,ext_69,ext_70,ext_71,ext_72,ext_73,ext_74,ext_75,ext_76,ext_77,ext_78,ext_79,ext_80,ext_81,ext_82,ext_83,ext_84
41,JC6OT,89,Y1QT7,41,JM40G,CIZAY,3Y4YB,RDWHI,ATRRU,45,46,41,73EGU,>50K,MC0M8,Q2UZK,YHT1N,HRN5I,W51OB,JWGRD,29F78,7N8R1,1EO7J,02D8U,Y7KHY,IQ8TA,HHQD5,2MEWY,Z91K4,0PLC8,YMKZR,FP2KC,LHVBR,132WM,ACOB6,UP2FY,M1HL1,CWNL0,X0444,6N1BR,O335G,ICSRL,J1U9K,EGPG7,M3M4K,0O8DH,NSKSB,275IM,BESJF,TFMEO,KCIGD,8H3T6,GY0XW,SWF0E,EXR8W,E3642,8ZM6A,Q0QVS,26K64,NCJTH,3M6OG,6M0T7,37ZS9,4BG30,QZJBB,EGVUS,0JGHY,032NH,3V0IP,WPWVF,VCG7D,5BMR9,W8WDI,NGNCZ,9OV3N,ZKG9G,Z40Y8,F9L7U,WDS57,AUTL8,OUUKR,5UNIP,1I9NY,X8UJX,DP67Y,GLVC8,7AQ0I,VCT4J,EZB61,YYNVZ,I4KIX,O93Q2,DWVRY,AU2K8,S77MG,OC5DB,F1L8M,3843P,L5WMB
85,MC9DV,88,M2C86,40,X416D,GI9T6,3V4YM,38G3Z,UVJAA,53,61,77,2RAD8,>50K,V9T50,YHO42,Y93RA,W0ZLR,2S54R,VVD0C,U46CN,1EODL,HNSVT,N6K8R,KSCAG,B0NDX,IIQ38,1OXQV,5GCYO,HLMX4,P252U,EIW8H,9P9AI,JUUS6,1IWLX,R9158,GV5WT,IGR55,GA87E,I4U95,1RIRT,7ZJ7D,4NFV3,YUSFI,6C4CW,Y19GF,NTMPM,3C1T3,SWQPL,OQDS3,597OU,S0V99,9UMST,K2ZEO,CMQMU,UAGP5,7PK1M,QNW4N,MDTHG,4HXY1,KVJJK,3W53F,BXYMA,OMJBG,V1AS3,ZZRU9,P91EP,T1T2W,ZRGMD,4NY6O,QKBBO,K28RH,QHF81,X3CRN,J2QRV,2CH12,76JXR,XYPT1,X3NH3,3XJHB,XBDD5,LD8Y5,WID8C,FJSD9,2Q4OZ,0SFST,GU8Y5,RTJO6,8JJK7,65DWB,IRI3P,EMUN8,1SKDS,TVTU4,56L31,ZB3R3,N9BAE,SQACH,83ZRZ
6,1H50Z,42,ZR4AB,61,X416D,MAW13,BOWFW,0ADX8,ZJBXD,88,65,35,O3F66,<=50K,QD9DH,B7CWF,QALIT,IZV6F,CKFTJ,1AOJM,J8A6E,5KEOE,RDH3U,KPSL9,49HE6,DM15J,GN2P1,T9AL7,Q6NXY,MOXPU,41KCP,V8YPK,RN0A7,71HAA,XF8E9,CEPNS,LUYNY,RP0SS,Y1N1X,F0U0O,9TYD5,YA4OF,7697A,FVZKT,KEQHR,9GRLC,QAFPT,HZ8FU,2QYSQ,I7AZO,OA1UB,8W9VR,NN8Y2,TG8CA,2BMBX,08NSO,1KDEV,BZK5D,GAP88,3EMWE,00HKC,ENC9E,UK3R3,Q626S,CUC20,7V28L,P6OXH,YYAX2,TYWD7,UWMIH,3Q6YL,CRLT3,NF0YD,GC4VA,7OMLK,TQOVY,FMCFZ,GRQKM,W2WGG,HWH07,N2J3L,MP487,K5CK5,PU0RN,1FX6N,7UFUW,3RZLN,57T2A,46KKD,RBHH9,77TU6,Z5M5J,P7ENZ,CMZD1,NPFG7,B5VEW,3GWII,9SFOJ,1K9GM
12,QI7NV,57,9C0OJ,50,QAP38,YK5GO,POW6S,W4VZ7,3TAIZ,77,15,37,84PET,<=50K,ER928,E8017,OFTJF,W8Z9Z,2S54R,YQD5E,L14VG,Z500Z,FDCBQ,7XJ1Q,YQZXG,ZQNS7,W1VQ8,HR0EZ,HO9CM,OP191,3SRYT,2D1W5,5UKVT,I88HB,VHDT6,T430B,AJGGE,ER4JK,LGU85,GVJYW,YFWUJ,5BIA8,F147P,R414L,XLACS,NK9Y4,PHTJP,8T5W5,AIFF6,HKM4V,T21CK,VA1HQ,0A03P,SWF0E,60VBM,XAT90,1K3VQ,EZ1Q8,Q2HI4,9E0GC,7AM4O,VRALT,AWQ58,AHTWT,0DA57,3ZA2Q,RSU9X,ETHXU,LU5IE,EM7OM,CF6P6,UWBSP,BGJQ1,LBO1Z,WCY6S,SJSQB,UTDXU,WRB7E,4IHL8,32AZY,5D08C,T4G1F,SZYRH,HAG3G,50LWK,TJZW9,DNMPU,7OKA6,O2QKS,51O6B,R4JGL,DAL6N,78ONT,553PM,OBID5,5HBN0,74JUB,2FBFF,I8E9P
92,MC9DV,50,7EIRS,99,LVDWJ,UOU91,NP9TA,K8BAL,YGYT2,73,84,38,73CDC,<=50K,7WKEC,KDTUS,AMP9Z,DB366,DFV3B,J5GD2,4H4XD,0GGUJ,RM5N0,LNI7N,RJ6FK,BUMQD,S3ZKQ,BNOHU,T6LKJ,DAINH,B26QN,EE8J4,GQ3N3,TIVYK,3KPCX,ONGMA,GAVOP,N0VJT,XXT2X,7U8I6,4MLDB,Z5DYP,D8ALQ,8ECGX,ITTW9,AA28G,4NNGV,2T49A,2FT7P,C7NIK,MDJQJ,QLK4A,9D59H,T2K3T,PI57K,CZT1B,JS400,LOTAZ,DPTLZ,YHK64,XS0O0,87CVN,64D0O,KBUQ7,JRDPZ,J9A5D,JTFML,96LAJ,D1FAE,WE707,PR6FO,FBSNV,IIA83,88348,0J18K,77T5B,5ABLG,T45WV,A25GK,43U4E,V8K9A,GAJUS,8QYIG,CT7KU,O2OIU,E3BAF,HFPZB,ZU0GO,DB9W6,2LNJ3,IMFJS,2OALF,78ONT,CQYP5,UPHCP,6QA5K,9DN42,AL4SB,GUE69
32,M3FFK,88,TRW37,7,CQO9R,ZHWL5,4H9P1,SOH0R,U26YU,30,60,50,K764Q,<=50K,M0CV4,N56N4,0KTGR,RN62Z,LCEPD,5MWST,S5WCH,LUH61,W25LR,OSKTO,1ECUM,TGOZC,XEYMS,1OXQV,1IQ1T,MXKSG,VA76P,I303I,YCNH9,5NLZ1,E8D36,HPIUF,LMH59,TSNDT,DJWQQ,M5058,GUXZW,11ULL,KY29D,T63MB,TTGUN,IFO72,IXGJG,XJDON,OCFX6,A4U2J,RPPJB,859NT,NHCRT,SHA2F,WLGZF,3M20K,T47QU,1H8JZ,CX8ME,J6S8Z,EOTDF,3PFHU,64B5A,75F7V,PITHP,VP4W2,I374P,5LQJK,CPA4V,MQNJI,MKIGR,XO45N,FC5AW,NGI1Q,XPDOR,OLE47,51HKC,GRQKM,I865C,J2NWD,YT1QL,53FFO,UM8K8,S6K5C,Y23FU,JY4PR,A025J,HHV5A,YOBNV,XWKTH,QA5WV,6S76V,14E9N,ZNQZZ,R9QC5,X7GD1,LWGG1,WTB2X,09D1K
28,XDZGE,74,45ZIO,5,C7JFH,XI6SP,JS9V9,6S4WP,TQ254,35,2,83,W647Y,>50K,PVZBI,4XNEH,5F8L8,XNLB3,GDRR2,KOY2G,L14VG,8RZVE,YQIUS,QIG2Z,56FCK,VMBDL,SJED5,MM5QU,YOQ46,1L8YY,7AI08,K0I00,ZS441,PUSGV,YZEVC,EMA0L,ZAGH7,DDYT4,PCNT1,I0785,R190A,7O9CP,B099T,YUSFI,M3M4K,1TGJX,CPNFG,K7XM7,U9Q9U,M1IZI,VW9UQ,XMJ09,IDKIW,ETWN4,UF4DV,YPYGI,EHDQR,RX0FB,39EMW,05BE6,GIAK8,SAJHW,YL4TI,UPZPP,XWPUT,G3GQ0,RC7B3,KNGFR,Q3E2M,98KE4,3XIFK,QG74U,CS3KK,Y1DAG,02HUU,8W392,R9WNB,KBL0Y,I91YH,3RAG2,LAVU3,96P94,E3LOC,N56TT,AQE0Y,17IQU,XMLHH,NMEOH,XDNGU,DJK5Y,6EIOP,NMY2V,3YIVJ,7VXWP,G0WF3,OZQZE,33GXA,UX2QB,S6U1F
97,2K84Q,31,6LKQ6,66,K93MQ,5P6GQ,LE2EM,C3NWY,58CM1,3,85,26,R9UGH,>50K,LZOKA,XLBF2,OL1LI,W8Z9Z,L97ZN,8JFC5,9UUNJ,3G00D,YD3KI,KTD4Y,9ETC8,9RTI2,VH8OG,2JHU8,Q1YIX,E4NS5,5BNR7,0E9KW,2MIUM,E9XXS,MS092,OP33N,WNBBG,A3V7N,X9TB8,N629V,S9Q9L,R6BW9,IL93M,HXS5S,ZKYHL,GQV6T,6GI73,2T49A,HVL5G,0KQU9,DJ17X,YZ3CZ,N72U0,K7LMV,PKMMO,YPYGI,RAC79,1AJHF,2I2LO,IOJNB,QC1CW,CJIH7,2F93D,NN8PW,YWM1P,HPVNF,12I58,EY42P,KI7HJ,QXRXU,S0PWP,TWPT1,XJ67H,S238F,PZZPL,M2WCN,ODHWS,FQ21P,TICFH,7EI9N,G2K9K,L8BLV,95L1E,T4XK9,Y23FU,Z65QP,8LJXV,XZ0UL,FZR29,C8EB5,GP7D1,BM6C2,9USF6,R8ZOV,SN715,QMMPW,IZWH6,0HMBS,EJD0N
78,KRI09,50,4U17I,39,RB4YK,BEMGJ,RL72T,WRQ53,VSY95,90,11,45,LHWZZ,>50K,50FNT,10R32,ZJ1IS,QALKF,HYX38,PETYE,9D9VM,D1LF5,AC4VF,09MSA,W8NT7,VHUJF,SJED5,2JHU8,UJXHM,GEYSK,WFIGF,CDCEC,IYFSQ,ZPZF4,RWHYO,T430B,5E6KF,SCQFH,4DEX3,T6BMV,FB1AN,I814O,HDEKB,X0KLT,LTP8D,O8YA5,GZ2FZ,W2CRZ,9AO9W,TFEZ0,17HWH,GGT3P,6DFV1,RBLKO,B1AYB,K5H1S,YQWQ8,9G6KG,SEZPP,9E0GC,H23U2,FJLKK,YCSUI,155PZ,MZ2OC,7USPS,2GZQX,N74CD,IV9UR,WPWVF,HY176,WL1IF,1EXJD,QHGR1,JXQ43,Z62DH,6D30M,YAOBK,F4HR0,G776J,4Y6ZW,GB965,EZSS8,PU0RN,XXHE4,E3BAF,TONYG,S7PEE,RI21X,A92DW,UWH3N,7P9I2,DZE0X,XJFLN,RH8RE,E235O,ZJDMX,4IQHZ,EEFUO
52,K6ORE,68,6WLAA,81,IF3JJ,51Z18,YLUDS,JM443,501VY,52,95,1,SC3BJ,>50K,T3KOW,YM91E,D59LH,90ISM,DIGLL,1TQKK,2YHL5,NNL0P,U9TOO,7SPFO,8W50V,NLL47,X554N,19KNJ,DSK9K,0MJDK,K7QRI,35K0E,MMU4H,132WM,VLLKU,4PPK3,VBQ7X,SNUG0,YNGTD,WN4U2,FIPFQ,0SPUM,UF8MB,79VM8,RHSPS,PUYF9,55ELN,1XVRS,DJUSW,DULZH,VPMBZ,QS22R,I5N3W,TK6MJ,PEOJS,AR9MY,9ZPJF,OSCD7,25SEY,TLE1H,XYVSY,LTMGE,UWPHF,2WYTK,I2920,YT3MD,67C2W,KNGFR,ARNV7,KT9OJ,6W9J7,5NW0R,SFYJ4,AI47W,IYF3F,GEM40,MLYO9,15RKR,VVAHJ,TD0RD,5VA9C,31WDT,BK568,0GH32,DCK4G,BOXEX,RGCE1,7SW4T,COZT6,DSOFO,VNAE8,S9XOI,W0BLF,HHHAQ,72A12,2XZEY,7UAX2,X7AM1,T2MYH
59,MC9DV,11,E8ESS,61,J5OA6,FJCNC,9AGDV,UC5OH,QF3NQ,100,45,60,54ATG,>50K,G75KR,TRX18,BFYYM,O2C8Z,B4PDC,NQF5L,GK03S,H91WM,EIR6W,6A649,NBUXT,DX6AN,S9EMA,T0IFN,PP87Y,2FIWT,7MSFU,1FMQ1,SAA20,QHKBQ,MS092,PHQJ8,4ZSGC,Y0SIM,GUJV1,1LD98,LXGND,EF939,6AQDF,JJOSN,KEQHR,0XHMB,YD4H9,MGXRY,SMWY8,HSACI,71A37,C9W6U,UGWW9,1223E,ZWUX5,0WKSQ,3IOP4,KOO03,GO60X,QBCEW,S6OMV,IJFY1,PPRWQ,9B6JK,0ACH2,3NO5J,MF6S8,N6PXL,HK47V,LGZ83,YIIQ5,SDR6V,6C2BJ,E75ZP,AGV8K,BL4Y6,6D30M,H41MC,7BTYC,0106V,RZW26,RUEOU,SZYRH,P69NJ,T4TD9,MK35Q,AAAJ0,JFFJO,Y7GTD,XLAC7,51YZE,A90QK,ZVI5V,JW3D0,VBM0B,HZ2BD,74JUB,FXK8N,TY0CC
81,BFRL1,26,KSJ5H,89,SDQX4,JCJG3,S6GG1,RNC8D,FVZ8C,41,80,3,EX79I,<=50K,ZJFHO,M21TB,JCIF1,4YF6C,6MXSO,5MWST,MZCK6,20PO4,VQZAB,Y5QCX,9ETC8,WAW5O,6T8RN,3932X,66Q6D,URSKQ,A4IDZ,8LZS3,IOTD2,WQPOJ,RXM01,JY1O4,GDBDA,2R57K,P2LX8,CR3CM,K697L,639QU,D8N9J,JP5P4,65JKX,ILI31,B9O1O,RY8WW,T3P25,TPX0R,UYYY3,BDUGX,30713,E7OOW,J6LKU,Y4G1N,GAF2U,08AGH,3B0A0,LKUNE,JL64X,G6Z6Z,A0I6H,2WNW3,UYNTL,J8I7S,C8R5U,UTIBL,C08Y6,K6ADT,78KL8,N8SEI,90RS0,OES31,AK6IC,HYUJU,BQDJ2,LQ6VW,89DKV,UH885,ZLQT3,2W2BJ,BK568,U5I1C,4647R,942OC,W9BRQ,P0WTK,E15SM,9PGAN,IIKU3,O93Q2,K3CXR,269AI,AJ604,D7KVO,YXX76,3MB5W,LOGTI
49,AN6I5,40,4KBQE,4,RLSCM,PN8DE,VJ81C,EZ8H8,VSY95,55,94,38,JNEV8,>50K,HVKPP,PLGCQ,1Z1U9,LKHIE,ABYWF,PETYE,AW95V,FCOTL,GYHJJ,DZYEE,4UGB1,CCWYX,ZZOLV,IDBRY,PMIX8,M1853,ESW63,YNWPP,IFQJU,3ZO2B,SH97P,QDRJV,KXDXI,58C5W,P2LX8,ZIE1S,9STR4,6X8EN,KY29D,26OF3,MTZFN,EYPO8,KY3IE,M2CUB,1LMPI,KAVF2,YFWMG,SAK41,NXLMK,T2K3T,4V07I,9W3YN,B1BEU,D22NI,T79AG,ENUSH,A40OW,G0ZAO,F3PXE,BJLR9,9A6CH,11NBE,5QXNB,KG7D2,VCSMV,3BRB6,L69UO,3DSAL,ZUINE,G5J6E,LAW4R,MPRXS,9ACNF,HWIW8,SJHDZ,WMHG9,SJ4HT,HSW9U,H99K2,QP72R,XZ876,8LAIB,CAHHJ,1KA63,XLW3Q,8H019,Q1TD0,HB3R1,OC30G,OSZP3,2DU4Y,WC7NG,WF0V1,0CTI4,YTCH2
71,ZYGSE,92,QT6PT,38,5LAU4,RYR0E,LR2ID,PQ6VO,T0F7G,3,88,61,DWQ1E,>50K,GRLUY,OVKVN,BQAR6,Z0T7A,DGKXQ,RCE6S,5RB9B,MSCHT,PW49T,09MSA,8TWYT,UFRZ0,PCEHT,PENQW,HHK8K,PC7IV,FVJID,COPXL,D17US,ERW8H,Z8AQK,C1YMR,B3GCZ,IRS7Y,62CKQ,GVJYW,VQPQI,I3N4G,5JP21,EGPG7,DG41J,9GRLC,FA4A5,T2QU4,IVRVI,I7AZO,5CNMT,8ITVW,2IX5Y,YH336,1T7P6,8EX3H,94BAY,TSWFL,TMU5R,L0LX0,1TX2B,L5K93,72M2X,TU6IU,2LQQP,R466G,C39DL,P6V7O,4LFMQ,ERRP5,QRG0R,JGL7Q,PK9DN,6BFZE,WCY6S,066FP,G7HWY,PGK9T,6UJ9Z,376BL,V33MC,VG97U,NFYYE,W2W5L,8GOFQ,92KIB,4NN6B,M7R3H,IHQ34,YYXQY,D4P3P,P2PEA,MJ3UZ,00BBN,STBMH,VQ52K,XR98D,Z4K2X,DPAXW
37,AH3ZO,68,XK0Y8,24,3K2W8,NYG0J,S6GG1,EIC3G,XCPX2,29,39,19,0WOV5,<=50K,BBP4L,YB1XP,MO9DJ,1I7Z1,ZMF0T,1HBVF,LV355,QH34U,KXOTR,P2B63,GS7CY,5ZAS8,BB3Z6,T9YSS,7LL03,JQG09,1BERG,0JDJW,HOUD1,9WJFV,CLSBL,FHW8V,DTWSV,DDYT4,CKJFG,TU7W0,9XECR,YSMPZ,GL55Z,R414L,J1KG6,NT66P,SKCBR,0EUMR,KK9MC,ZUK4V,LL0D4,P3L6J,W4VXO,P4JMI,8XBP2,8IQ1Q,HJ73H,D22NI,F7T6F,IHL9X,LTESK,D9DMA,XO3BW,7HKJW,XYS79,O29DV,JOBG7,7W4PY,00Z00,IRH9M,QZ3YO,Q4UWU,QHF81,38BKA,XPDOR,TEM2K,9SALY,1C0RA,VPJ47,K0V5Q,QYJ08,GXSXC,NFYYE,5O9FO,HVRQJ,NLNNL,6KBHP,R4WJH,78BR2,BSH4J,I4TSG,3S121,BCAGS,5F2LJ,B6QRS,WRFH6,EHRIF,TRCH2,8P979
59,7CNED,44,I43HY,38,VCL42,0RT8C,0Q0HL,XS3PF,VSY95,99,54,50,LHWZZ,<=50K,9UXJN,MFPVG,ZOH34,GHE3Q,6RJLU,G50MS,QI7HB,96PFU,VHU17,BOO98,PHFLZ,5G876,R0BZ1,O8I49,KSXI9,I0N6J,H8TTF,7PRST,93VNP,K2DUI,V6LVD,6NIQ3,BDOCY,LQ08B,LPAYV,GAE38,Z8G9G,2IV1G,BOFU2,8ECGX,BYFXY,X7KF5,0RYVL,MGXRY,PTHTG,NFD4O,VUGYF,JT95T,SALJZ,641DX,6AZ9T,544CN,LZNWU,DLI8P,M4IHL,7A8HK,8X9AL,JWLCB,P4N1M,6FKF3,DZGZL,YOKUE,NQML3,41MF4,KEA6O,7OZ1X,DSRBC,VDM9R,I6GF0,ETSWB,OETB8,H1A4F,SXERG,YQ8WX,4ZS71,376BL,JDEK7,KTZ8D,01XS1,HIC07,A8O34,CXBD1,84X8B,1KA63,OJ922,RBHH9,S4TA5,HB3R1,PQDW2,AV8HN,2AJ17,NYW8I,OLCRD,WTSB2,DRZX7
24,D6F15,70,0T63R,52,0VHKG,S7VZ8,HRGH6,L2WO7,Q62BK,100,19,5,6F7E0,<=50K,Q6Z51,63GOJ,3IW76,IQEIL,4BS1A,Y2B7A,QQCEG,XW4GG,VBOU8,DZ4MW,UQ5RD,NOK2I,OO9V0,JI3NM,56YZZ,3SS54,5BNR7,DLX82,TON9W,ILZ2O,SG5VS,4UPDR,LJ3IL,G2CPS,Q135I,T5BO1,PY6D2,3MQLB,RTTIN,UTDZJ,KIN78,Q4R6N,GGEJ6,6T9FZ,PBPH6,250JU,KSAG6,X3OCC,E183U,KE9PF,D66WZ,YCQ7G,I11LP,JL48B,CNKGI,CGRGS,6VQB5,INFF5,D3B9I,ZSIO1,6L435,CMRYO,6BSKG,8L4ER,V4HME,IC0G0,Y5X2G,1AGD3,2H3ZT,157QY,0J18K,GDZQX,SHY8C,7MYM6,KSF8P,GYR6R,RL6E0,OMBK8,NYCOE,NK76V,E04E8,KCAVG,86U7M,EEKJ2,OJ922,JMR5C,8LJ0G,TAM2P,I4UQG,5JYYE,1X29C,C52ZS,24LZH,F20HC,HCYY0
24,KHEZ4,48,B60ZO,88,SVH6V,IVTSS,70X2K,UBAGM,DMSRF,23,67,87,DU08F,>50K,2LQFD,MNVOZ,DPK4H,QTFP0,NZQSH,0AL9I,TZNSW,N47DX,CL56B,L0HUM,W8NT7,EVQC5,BB3Z6,ZEGXQ,7J8KH,LKU8P,5RMVE,3N8I1,I69FV,MXVKD,YXDQB,1OW6H,MYFGC,ZHR8B,0NU1H,3JMR7,M5X1E,KLH0Y,3I3MX,FTKKY,81K4O,Z106A,3XCPZ,ALGTI,HEDDU,STIDE,KIRIN,UKWS2,WPUV6,2BV3S,K8HWF,UAGP5,YQWQ8,Y6G25,BTTNH,HYW73,IS4RV,TH1PS,71KKC,7BCHF,7TS3M,3ROC3,405LY,BWQ1U,90URQ,RP5TY,84NBE,I7A67,GM5F5,MX0N4,REZ48,HLR1H,9VSPO,VU3KT,FYPYJ,RE36D,612UL,MPBN7,A1AJD,P05SM,JSZ2M,M949D,J1N86,HHV5A,QYN1B,1FR8W,Q30TG,7P9I2,Z52RZ,8Y2NM,HU76X,E235O,PR9AJ,XV9PN,LA3XN
8,ND7ZV,90,WEGQ3,10,XNBLJ,SSKQB,XBSQK,OSOQO,2HKM7,62,61,86,X34M7,<=50K,K510X,N1RSZ,FRT3W,5OB24,ZKF98,8GC7M,A4W7Z,KHSR6,0KAAT,CHLOJ,3L0H4,WX78A,RG60N,4K9P3,R2DES,E0SX3,VS9YV,ZS9PE,I96PM,YNLB7,1IWLX,EVJ0D,LUYNY,A61RR,ZWDTT,6HIKN,5XI0Z,DPJU8,P6W8E,ZVIXZ,AVZOE,IJNKN,NNKL7,1UGPH,DLBCK,9PQ5E,PCYHW,EURWG,NKM01,LCTP8,QZAFS,LJZIA,0B4YO,0GD36,HNSMN,SG67R,758AH,I5IUE,WFD9K,8S7BF,YU3PP,TFZHO,9OTU2,KK49X,KAS87,MLMEU,RGR3N,CA7YJ,SFYJ4,Y1DAG,ZH7M5,VY18E,K10V8,L47JJ,K9OZO,3I5F8,3IMVX,BMTEO,S9ANJ,HQHMY,6CNGA,WIQ3T,5672V,HLKLV,46KKD,5AEF5,NNVV4,JC1W7,LUNIJ,XV3XD,31Z7T,G32VK,9W93Z,L5FOD,TW484
84,FJ36C,24,TRW37,51,6091Q,P2VCB,7G7W9,846AP,MU7CU,41,11,51,1G8VP,>50K,4ZHJO,K926L,PPQQU,JYIQH,ZNMS9,QJ2A5,Q2XL5,53O3A,D1J5X,Q33AO,ON99Q,U0LF0,UURTX,GTSDM,PP87Y,SLAC0,C6QXE,IPS0A,2HRWL,PTX86,2X8N6,C47OK,KLLNQ,TUUL4,QRKE0,FK8RE,UY5AW,RKKZK,K5XCA,1223Z,I355E,BE0Z5,UURZS,MNEWS,N0SAS,LHCKD,KXCDV,2ZHPB,B3BZF,NEDOF,OBTH0,S36U6,IWKH6,08AGH,1SFOX,2BZ3M,BB7GG,LICK8,2MOBK,Z9G9Q,A6PF9,I3NU4,405LY,PMN26,HZ374,2SUMI,A4WD2,BGXK1,NF0YD,IJJR5,D9WNB,7XK6Y,JB5IK,K3WEJ,XFVTT,DTJY6,5BGOD,HLIEC,WJTW6,00E7B,VS5HX,SUQV5,8018E,PKF8K,Z2LG9,JMEVE,5UGDP,1Z7P3,F49FH,NM92I,56L31,QR4RZ,LB6OQ,AXG70,VU2DK
88,9SD8H,71,6H48P,93,M6PQ3,Z9TMX,5J04L,CNCCC,58CM1,96,71,38,M1SFR,<=50K,UYHVP,WWZ4L,7MFVI,DB366,6VQ2M,1HCLX,DFCP4,2HDUD,S5OS9,5KQIL,G93SS,G3Y0E,K0R1I,DVVA5,86DTQ,CSBQA,ZYHP0,UOA50,DMMAO,OBYQ1,SZEL6,BYT3P,GVB6H,IRS7Y,0REF5,T79VH,M5X1E,IWXN6,K5XCA,7C7ZJ,2FH6J,LCCYD,L7FJR,Q9QXL,4ZR7B,CK1RH,DKB3K,JU56X,7312E,HA5QR,D66WZ,2J12G,JJ23M,KZGBK,UNUCG,THTFZ,SKDK0,OCKUI,64D0O,ZNMPL,JVMKA,HPVNF,L4MT3,GRQ9W,78M6A,JJIB1,OZSD3,YBHDU,4DWUE,L03AN,2VH7S,SKXDX,TITUG,WF2PP,O3SF4,6PR9B,O16OK,Z854I,GGJFS,3RHCX,19R4I,E3BAF,3UHDG,TN3G2,L9KGU,JN1HV,5RGYE,4CDU4,XHY4U,VSLJX,XHDXU,00M1F,XVS47,37FFY,SFOQO
49,QJOPC,11,NWZBQ,64,6QRAU,BTNBG,60NCV,9P27O,H77B8,53,49,81,ZZTAU,>50K,S04J3,EO979,PPQQU,TLW6H,97XJ0,E3I1C,80O6I,PM3AO,P39WW,298QW,MG9IM,GLECH,GQU6E,PDSRX,GDEYV,I0N6J,JFCGB,RPLSB,KQ3FZ,ILZ2O,RO9CR,D7V9V,B3ABA,SDAY8,62MMZ,6HIKN,6T91P,ZJWTH,1FLKY,8CPC1,DG41J,3N3WB,KDLBG,CVX1R,T5LPR,DULZH,FKTR3,L7PQW,IDKIW,LFRZH,DBYFU,T4PY7,SI2M4,4ZX6H,4EDJH,4PSFS,K11X5,833X9,P85FI,22MU7,5N2M5,615V6,I374P,1969X,G595B,C1ZCO,CF6P6,L6E3A,BV930,OP8WA,PZZPL,CAQQV,7ASIZ,1BWFK,1L7CC,6AJ1C,Z3WUF,53FFO,1O0EY,52S8O,SR7KN,HFOT1,OQ22N,GKX70,EQ26F,11XOY,O9TD7,YJP7C,1D7CX,7L4II,06CGZ,BWRTR,YXX76,XX4B1,TACG8
6,XYVWS,9,ALN7H,24,IF3JJ,9HR8K,HHUO7,41UUW,1CIQX,95,64,5,MW3W5,<=50K,SSJ0Q,K926L,685C0,Z0T7A,2A67F,YQD5E,DNIN5,P9SYY,U9TOO,SH7YF,0YLHZ,E95B2,YKCX0,S6DYD,NGIZ2,X3PR8,PF4TM,4JI4A,K263S,PR3S9,9MT9S,OZUTY,TBORH,TVI9D,85YWR,9R0AV,6HXPG,20FCH,59DM5,4LRSL,VWSAM,GQV6T,QYJBL,BXTXS,BP41C,5F9W0,MOR13,RGK5D,JFIKT,T92UH,5JYER,3CU8P,U0E30,8ZMP0,KAM7P,X8JF4,N6VFU,LSKDN,WFD9K,V9JAS,NRNXZ,9DO4Z,XYL8J,KK49X,TMNJG,FRRL4,C0ZUH,V7S14,BGAX4,D0512,9OV3N,8W392,BG42F,H41MC,LDOVL,DTJY6,TNN09,557KP,6KOZG,C3XSN,XPE9J,T2W7F,3WW2F,BSWYB,TXHOZ,5AEF5,7ST5D,5M06E,L6QG1,NOLK7,VCJCI,CDW07,K0CKJ,78W01,H5GPQ
43,LC2G3,22,0J1VC,17,IF3JJ,A8PNB,XWTCT,DANFB,2JGPZ,23,9,56,Z71QC,<=50K,7M86B,CI56C,MO9DJ,3R4ZL,6KTEF,PTUA2,L3IXM,T5386,PLZGG,1TSHJ,T2SNI,H1RJ0,O4MBB,2RFDA,K8E9X,ZKWVE,VA76P,YNWPP,3R8GJ,71HAA,Z215J,6NIQ3,NHXFT,7WND5,X0444,TU7W0,P809R,CXCC8,5NLVP,40LXT,OPKBB,9Y8I0,C5P05,K7HB0,I4IB3,K22KY,HXESL,1BBCN,4JTQ6,J23XM,KM0GO,A6ZLX,WO938,VIUW1,H1ID5,ZT15G,AA7H8,FJLKK,8RLOG,ZVRA6,NRNXZ,2OO0C,62PUO,PE5X1,VYVOO,DF5LG,Q3O67,0CLLE,X2XIH,CCI37,JZ9KR,IZV2M,B6N8P,X5ISK,19VZX,05F0E,YGKSV,DR0XX,CFEOH,4D6YM,I5EL9,MUJO7,W9L0F,F8RNA,5QOAV,UD4V7,Z2OQU,53KID,MU5K0,UUH31,31Z7T,BEQ0Z,YTQ4R,D71L5,EJD0N
